Nama Pantai,Provinsi,Rating Angka,Link Google Maps,Latitude,Longitude,Predikat,Jumlah Ulasan,Ulasan 1,Ulasan 2,Ulasan 3,Ulasan 4,Ulasan 5,Kategori Pantai,Kategori 1,Kategori 2,Kategori 3,Kategori 4,Kategori 5
pantai pasir putih,Sumatera Utara,4.2,https://www.google.com/maps/place/pantai+pasir+putih/data=!4m7!3m6!1s0x3031c5bd2ab25691:0xb4222cec89d65ac2!8m2!3d2.6955706!4d98.6898657!16s%2Fg%2F11b6v7c3jj!19sChIJkVayKr3FMTARwlrWiewsIrQ?authuser=0&hl=en&rclk=1,2.6955706,98.6898657,biasa,4221.0,calm waves,coral reef,sailing ship,wharf,salted fish,,,,,,
Pantai Indah Krakatoa,Lampung,4.2,https://www.google.com/maps/place/Pantai+Indah+Krakatoa/data=!4m7!3m6!1s0x2e411a61b0ba50d9:0x10178f983a61d9c5!8m2!3d-5.6682567!4d105.5453361!16s%2Fg%2F11csspgzpp!19sChIJ2VC6sGEaQS4RxdlhOpiPFxA?authuser=0&hl=en&rclk=1,-5.6682567,105.5453361,biasa,79.0,mountain,white sand,scenery,bathe,swimming,,,,,,
Gunung Kunyit Beach View,Lampung,4.2,https://www.google.com/maps/place/Gunung+Kunyit+Beach+View/data=!4m7!3m6!1s0x2e40d90ae6568e9f:0xa0dfbd47021e315!8m2!3d-5.4490584!4d105.2819565!16s%2Fg%2F11fm5y_2ck!19sChIJn45W5grZQC4RFeMhcNT7DQo?authuser=0&hl=en&rclk=1,-5.4490584,105.2819565,biasa,407.0,waves,soaking in sea water,road access,sea water therapy,view of kunyit mountain,,,,,,
Angemuk,Papua Pegunungan,4.2,https://www.google.com/maps/place/Angemuk/data=!4m7!3m6!1s0x6816720d1b14261d:0x9ae42f51218e668c!8m2!3d-3.525!4d138.5916666!16s%2Fg%2F11b_01q15r!19sChIJHSYUGw1yFmgRjGaOIVEv5Jo?authuser=0&hl=en&rclk=1,-3.525,138.5916666,biasa,23.0,Valentino kevin 1 review,Luk Mayo 1 photo,Mekis Yikwa 6 photos,Ketua Gelap 1 photo,keson keson 4 photos,,,,,,
Pantai Tanjung Belandang,Kalimantan Barat,4.2,https://www.google.com/maps/place/Pantai+Tanjung+Belandang/data=!4m7!3m6!1s0x2e04e02a82fa6053:0x67c0cb666cab0b07!8m2!3d-1.721401!4d109.9949438!16s%2Fg%2F11byx8m10l!19sChIJU2D6girgBC4RBwurbGbLwGc?authuser=0&hl=en&rclk=1,-1.721401,109.9949438,biasa,494.0,sunset,wooden bridge,muddy beach,sound of the waves,eating kepah,,,,,,
Pantai Air Mati,Kalimantan Barat,4.2,https://www.google.com/maps/place/Pantai+Air+Mati/data=!4m7!3m6!1s0x2e051fb95ef37c79:0x48398cc6608e4540!8m2!3d-1.7443549!4d109.9807375!16s%2Fg%2F11bvv59wwl!19sChIJeXzzXrkfBS4RQEWOYMaMOUg?authuser=0&hl=en&rclk=1,-1.7443549,109.9807375,biasa,533.0,clam,gazebo,kepah,beauty of the beach,shady,,,,,,
Jungkat Beach & Resort,Kalimantan Barat,4.2,https://www.google.com/maps/place/Jungkat+Beach+%26+Resort/data=!4m7!3m6!1s0x31e2a1fc3b8fafe3:0x6bb8ad96f083dc76!8m2!3d0.065402!4d109.192148!16s%2Fg%2F11b6yzrc9_!19sChIJ46-PO_yh4jERdtyD8JatuGs?authuser=0&hl=en&rclk=1,0.065402,109.192148,biasa,3220.0,leisure time,pedal duck,fishing pond,estuary,scenery,,,,,,
Pantai Sungai Kinjil (Pantai Pecal),Kalimantan Barat,4.2,https://www.google.com/maps/place/Pantai+Sungai+Kinjil+%28Pantai+Pecal%29/data=!4m7!3m6!1s0x2e0518023fffffff:0x940ee71a3680df2e!8m2!3d-1.8699921!4d109.9548958!16s%2Fg%2F11ddxdd8dv!19sChIJ____PwIYBS4RLt-ANhrnDpQ?authuser=0&hl=en&rclk=1,-1.8699921,109.9548958,biasa,126.0,pecel,sunset,attractions,beach atmosphere,afternoon,,,,,,
Batu Payung Beach,Kalimantan Barat,4.2,https://www.google.com/maps/place/Batu+Payung+Beach/data=!4m7!3m6!1s0x31e30a3659e077ab:0x7037750a0086e0da!8m2!3d0.8009809!4d108.8469044!16s%2Fg%2F11b6nv9ygc!19sChIJq3fgWTYK4zER2uCGAAp1N3A?authuser=0&hl=en&rclk=1,0.8009809,108.8469044,biasa,1366.0,game,prayer room,pool,game rides,leisure,,,,,,
Delegan Beach,Jawa Timur,4.2,https://www.google.com/maps/place/Delegan+Beach/data=!4m7!3m6!1s0x2e77e79a60299bbb:0xbb4aad0c8de4f067!8m2!3d-6.8918103!4d112.4662587!16s%2Fg%2F1ydp5bkcv!19sChIJu5spYJrndy4RZ_DkjQytSrs?authuser=0&hl=en&rclk=1,-6.8918103,112.4662587,biasa,8436.0,smoked fish,banana boat,white sand,gazebo,mat rental,,,,,,
Ujong Blang Beach,Aceh,4.2,https://www.google.com/maps/place/Ujong+Blang+Beach/data=!4m7!3m6!1s0x30479cdf5db151b7:0x35387f6b1c294b6d!8m2!3d5.2030986!4d97.1363812!16s%2Fg%2F11c563fl64!19sChIJt1GxXd-cRzARbUspHGt_ODU?authuser=0&hl=en&rclk=1,5.2030986,97.1363812,biasa,251.0,Best entertainment in Lhokseumawe. My family love the rujak,I confused with name ujung blang every side lol,"Nice place for rilex ,but the beach is dirty with garbage","Never forgotten, the beautiful place ever 1990",Good for hang out,rujak,rujak,relaxing place,food,weekend,cleanliness
Sako Beach,Sumatera Barat,4.2,https://www.google.com/maps/place/Sako+Beach/data=!4m7!3m6!1s0x2fd4bab000000001:0xdff299bebdec1f95!8m2!3d-1.0320116!4d100.4022524!16s%2Fg%2F11bxfn3t2g!19sChIJAQAAALC61C8RlR_svb6Z8t8?authuser=0&hl=en&rclk=1,-1.0320116,100.4022524,biasa,346.0,clean beach,pine,fine sand,shallow beach,white sand,,,,,,
Pantai 1 Kuala Beringin,Sumatera Utara,4.2,https://www.google.com/maps/place/Pantai+1+Kuala+Beringin/data=!4m7!3m6!1s0x30320cbfae3c0521:0x333ae6623c117e54!8m2!3d2.5221369!4d99.5250011!16s%2Fg%2F11cspk0sgx!19sChIJIQU8rr8MMjARVH4RPGLmOjM?authuser=0&hl=en&rclk=1,2.5221369,99.5250011,biasa,32.0,,,,,,,,,,,
Pantai Lahonduru Wasuemba Kab.Buton,Sulawesi Tenggara,4.2,https://www.google.com/maps/place/Pantai+Lahonduru+Wasuemba+Kab.Buton/data=!4m7!3m6!1s0x2da416ee420a6879:0xc33d4f0827dcf051!8m2!3d-5.6319929!4d122.8380707!16s%2Fg%2F11g8wvkd5f!19sChIJeWgKQu4WpC0RUfDcJwhPPcM?authuser=0&hl=en&rclk=1,-5.6319929,122.8380707,biasa,38.0,ancient fish 2,white sand 2,beach view 2,beautiful place 2,fish 5,,,,,,
Pantai Indah Kapu,Sulawesi Tenggara,4.2,https://www.google.com/maps/place/Pantai+Indah+Kapu/data=!4m7!3m6!1s0x2d97933fbe751297:0x412eee0d4c90086c!8m2!3d-4.0001385!4d121.4193307!16s%2Fg%2F11ls_q30gg!19sChIJlxJ1vj-Tly0RbAiQTA3uLkE?authuser=0&hl=en&rclk=1,-4.0001385,121.4193307,biasa,106.0,beach 10,accessibility 3,easy access 2,cleanliness 8,family vacation 6,,,,,,
Tangkil Beach,Lampung,4.2,https://www.google.com/maps/place/Tangkil+Beach/data=!4m7!3m6!1s0x2e40d88afd7c5bc1:0xb25b717aa3d09309!8m2!3d-5.5106921!4d105.269204!16s%2Fg%2F11b7p_mdsl!19sChIJwVt8_YrYQC4RCZPQo3pxW7I?authuser=0&hl=en&rclk=1,-5.5106921,105.269204,biasa,728.0,banana boat,fine sand,beach cleanliness,white sand,donut boat,,,,,,
Mutun Beach,Lampung,4.2,https://www.google.com/maps/place/Mutun+Beach/data=!4m7!3m6!1s0x2e40d863ce0b6695:0xaff8f326c3a8d9e1!8m2!3d-5.5143696!4d105.2633118!16s%2Fg%2F11b7q6zls0!19sChIJlWYLzmPYQC4R4dmowybz-K8?authuser=0&hl=en&rclk=1,-5.5143696,105.2633118,biasa,5542.0,gazebo,banana boat,tangkil island,gazebo rental,recreation,,,,,,
Pantai Sari Ringgung,Lampung,4.2,https://www.google.com/maps/place/Pantai+Sari+Ringgung/data=!4m7!3m6!1s0x2e40da49bddb1817:0x5a88d6e27815fb40!8m2!3d-5.5575315!4d105.2521742!16s%2Fg%2F11b6dp3wg5!19sChIJFxjbvUnaQC4RQPsVeOLWiFo?authuser=0&hl=en&rclk=1,-5.5575315,105.2521742,biasa,7663.0,sari ringgung beach,banana boat,photo spots,gazebo,slides,,,,,,
Pantai Kuala,Bangka Belitung,4.2,https://www.google.com/maps/place/Pantai+Kuala/data=!4m7!3m6!1s0x2e22bf8989fd77eb:0x8fb0b0ea8240d347!8m2!3d-2.0864241!4d106.1585763!16s%2Fg%2F11dyqsf8qj!19sChIJ63f9iYm_Ii4RR9NAguqwsI8?authuser=0&hl=en&rclk=1,-2.0864241,106.1585763,biasa,6902.0,dentist,health screening,lactation consultant,endoscopy department,paediatrician,,,,,,
Temberan Beach,Bangka Belitung,4.2,https://www.google.com/maps/place/Temberan+Beach/data=!4m7!3m6!1s0x2e22ead4601ab5db:0x76bb092059b91673!8m2!3d-2.0262463!4d106.1551124!16s%2Fg%2F11c2p90nc0!19sChIJ27UaYNTqIi4Rcxa5WSAJu3Y?authuser=0&hl=en&rclk=1,-2.0262463,106.1551124,biasa,665.0,gazebo,prayer room,shallow beach,beach cleanliness,huts,,,,,,
Yellow sand beach Tempilang,Bangka Belitung,4.2,https://www.google.com/maps/place/Yellow+sand+beach+Tempilang/data=!4m7!3m6!1s0x2e23239480c4a3eb:0x83cc3ddd7488f902!8m2!3d-2.1267031!4d105.6608411!16s%2Fg%2F11cs0rts37!19sChIJ66PEgJQjIy4RAvmIdN09zIM?authuser=0&hl=en&rclk=1,-2.1267031,105.6608411,biasa,364.0,yellow sand,beautiful beach,clean beach,rock,beach atmosphere,,,,,,
Pantai Punai,Bangka Belitung,4.2,https://www.google.com/maps/place/Pantai+Punai/data=!4m7!3m6!1s0x2e16b5f2aeb0c63d:0x8aa0a3d0b86cfc50!8m2!3d-3.26226!4d107.9764508!16s%2Fg%2F11b_3gyw7l!19sChIJPcawrvK1Fi4RUPxsuNCjoIo?authuser=0&hl=en&rclk=1,-3.26226,107.9764508,biasa,247.0,coconut,cottage,granite rocks,white sand,natural atmosphere,,,,,,
Pantai Batu Rakit,Bangka Belitung,4.2,https://www.google.com/maps/place/Pantai+Batu+Rakit/data=!4m7!3m6!1s0x2e235de55c9a700b:0x5d4c87f3323db058!8m2!3d-2.0810743!4d105.1369825!16s%2Fg%2F11c3_8jx1r!19sChIJC3CaXOVdIy4RWLA9MvOHTF0?authuser=0&hl=en&rclk=1,-2.0810743,105.1369825,biasa,135.0,coastal erosion,calm atmosphere,swimming,ocean,cleanliness,,,,,,
Pan Semujur Beach,Bangka Belitung,4.2,https://www.google.com/maps/place/Pan+Semujur+Beach/data=!4m7!3m6!1s0x2e22b84954c5dbf7:0x44f6856cf2ec02c5!8m2!3d-2.1875126!4d106.1990149!16s%2Fg%2F11f0krdgr2!19sChIJ99vFVEm4Ii4RxQLs8myF9kQ?authuser=0&hl=en&rclk=1,-2.1875126,106.1990149,biasa,567.0,jet ski,sloping beach,shady trees,scenery,photo spot,,,,,,
Pantai Penganak,Bangka Belitung,4.2,https://www.google.com/maps/place/Pantai+Penganak/data=!4m7!3m6!1s0x2e23bd160a9fdd69:0xafe5eaac1a149f03!8m2!3d-1.5958183!4d105.4360988!16s%2Fg%2F11b6rwmpgs!19sChIJad2fCha9Iy4RA58UGqzq5a8?authuser=0&hl=en&rclk=1,-1.5958183,105.4360988,biasa,323.0,white sand,sunset,gentle beach,clean beach,scenery,,,,,,
Pantai Leppu,Nusa Tenggara Barat,4.2,https://www.google.com/maps/place/Pantai+Leppu/data=!4m7!3m6!1s0x2dcb0488f076f335:0xc660b7fbfa90461e!8m2!3d-8.8989528!4d117.8172349!16s%2Fg%2F11g6w62l5j!19sChIJNfN28IgEyy0RHkaQ-vu3YMY?authuser=0&hl=en&rclk=1,-8.8989528,117.8172349,biasa,205.0,waves 3,sunset spot 2,white sand 3,road access 4,bathe 3,,,,,,
Pantai Panjang Toronipa,Sulawesi Tenggara,4.2,https://www.google.com/maps/place/Pantai+Panjang+Toronipa/data=!4m7!3m6!1s0x2d98e97300000001:0xae792dabf3c40663!8m2!3d-3.8976495!4d122.6644769!16s%2Fg%2F11cmnkjjpc!19sChIJAQAAAHPpmC0RYwbE86stea4?authuser=0&hl=en&rclk=1,-3.8976495,122.6644769,biasa,84.0,gazebo 4,tour 3,beach view 3,cool 2,Elma Yuliana 5 reviews · 4 photos,,,,,,
Nambo Beach,Sulawesi Tenggara,4.2,https://www.google.com/maps/place/Nambo+Beach/data=!4m7!3m6!1s0x2d98935d9b6389fb:0xbc58ec6747a6097c!8m2!3d-4.0006546!4d122.6176896!16s%2Fg%2F1ptzshqx2!19sChIJ-4ljm12TmC0RfAmmR2fsWLw?authuser=0&hl=en&rclk=1,-4.0006546,122.6176896,biasa,246.0,gazebo 6,mat rental 2,clean sand 2,white sand 3,road access 2,,,,,,
Pantai Pasir Putih,Sulawesi Tenggara,4.2,https://www.google.com/maps/place/Pantai+Pasir+Putih/data=!4m7!3m6!1s0x2da2896f96961f41:0xc387ab048c2a768d!8m2!3d-4.4825811!4d122.2975797!16s%2Fg%2F11f4027g54!19sChIJQR-Wlm-Joi0RjXYqjASrh8M?authuser=0&hl=en&rclk=1,-4.4825811,122.2975797,biasa,43.0,gazebo,cleanliness,access,"Dafiqjhonk  Local Guide ·  reviews · , photos",Alex Saputra  review ·  photos,,,,,,
Pantai Kelapa Mangkupadi,Kalimantan Utara,4.2,https://www.google.com/maps/place/Pantai+Kelapa+Mangkupadi/data=!4m7!3m6!1s0x321259a0d442ac5d:0xf237b158ade7ed9a!8m2!3d2.5642416!4d117.8602174!16s%2Fg%2F11c5__26zn!19sChIJXaxC1KBZEjIRmu3nrVixN_I?authuser=0&hl=en&rclk=1,2.5642416,117.8602174,biasa,110.0,white sand,beach cleanliness,scenery,beach beauty,cleanliness,,,,,,
Pantai sesulu,Kalimantan Timur,4.2,https://www.google.com/maps/place/Pantai+sesulu/data=!4m7!3m6!1s0x2df1192194b52f39:0xb0030d75fdf1b470!8m2!3d-1.420163!4d116.6002155!16s%2Fg%2F11s3c0bjwl!19sChIJOS-1lCEZ8S0RcLTx_XUNA7A?authuser=0&hl=en&rclk=1,-1.420163,116.6002155,biasa,13.0,fish,Lu Majang  reviews ·  photos,Mahmuddin  reviews,hafiz .A.R  photos,Udin Koplak  photos,,,,,,
Pantai Auri Sepinggan,Kalimantan Timur,4.2,https://www.google.com/maps/place/Pantai+Auri+Sepinggan/data=!4m7!3m6!1s0x2df144487d3742e7:0xaa8aad6c06762781!8m2!3d-1.2602188!4d116.9186581!16s%2Fg%2F11cm0qcts9!19sChIJ50I3fUhE8S0RgSd2Bmytiqo?authuser=0&hl=en&rclk=1,-1.2602188,116.9186581,biasa,526.0,beach,beach cleanliness,gazebo,Sultan Aji Muhammad Sulaiman,sunset,,,,,,
Wisata pantai teluk lingga sangatta,Kalimantan Timur,4.2,https://www.google.com/maps/place/Wisata+pantai+teluk+lingga+sangatta/data=!4m7!3m6!1s0x320a4b4ca078fd61:0x50b4cd3d943bf60e!8m2!3d0.5047591!4d117.6205399!16s%2Fg%2F11ty7ckbfc!19sChIJYf14oExLCjIRDvY7lD3NtFA?authuser=0&hl=en&rclk=1,0.5047591,117.6205399,biasa,112.0,mangrove,gazebo,monkeys,motorcycle entrance fee,cleanliness,,,,,,
Marang Kaliorang Beach,Kalimantan Timur,4.2,https://www.google.com/maps/place/Marang+Kaliorang+Beach/data=!4m7!3m6!1s0x320b9f5cc6e35731:0x9fc35f174a5fdd31!8m2!3d0.8310272!4d117.8963082!16s%2Fg%2F11qn4v4hg1!19sChIJMVfjxlyfCzIRMd1fShdfw58?authuser=0&hl=en&rclk=1,0.8310272,117.8963082,biasa,69.0,sandy sea,ikan bakar,swimming,comfortable place,cleanliness,,,,,,
Pantai Leuge,Aceh,4.2,https://www.google.com/maps/place/Pantai+Leuge/data=!4m7!3m6!1s0x3037f1b5e3cfb3e1:0x1691db610bb236c8!8m2!3d4.8014311!4d97.9362977!16s%2Fg%2F11c5s5kys2!19sChIJ4bPP47XxNzARyDayC2HbkRY?authuser=0&hl=en&rclk=1,4.8014311,97.9362977,biasa,441.0,,,,,,,,,,,
Wisata Pantai Buatan Kuala Langsa,Aceh,4.2,https://www.google.com/maps/place/Wisata+Pantai+Buatan+Kuala+Langsa/data=!4m7!3m6!1s0x3037909d083ebb9f:0xfa945e1a4d22b863!8m2!3d4.5198635!4d98.0164532!16s%2Fg%2F11gc0b87lk!19sChIJn7s-CJ2QNzARY7giTRpelPo?authuser=0&hl=en&rclk=1,4.5198635,98.0164532,biasa,174.0,mangroves,mangrove tourist spot,artificial beach tourism,photo spots,family recreation,,,,,,
Pantai Ujong Batee,Aceh,4.2,https://www.google.com/maps/place/Pantai+Ujong+Batee/data=!4m7!3m6!1s0x30404a437a440af3:0x5829939eedd35c8f!8m2!3d5.6499521!4d95.4195857!16s%2Fg%2F11f2lgksly!19sChIJ8wpEekNKQDARj1zT7Z6TKVg?authuser=0&hl=en&rclk=1,5.6499521,95.4195857,biasa,612.0,beach cleanliness,near the beach,sea view,beach sand,playground,,,,,,
"Pantai Air Manih, Padang, Sumatera Barat",Sumatera Barat,4.2,"https://www.google.com/maps/place/Pantai+Air+Manih,+Padang,+Sumatera+Barat/data=!4m7!3m6!1s0x2fd4bb426fca773b:0x6f659d58c8cd92e5!8m2!3d-0.9899923!4d100.358416!16s%2Fg%2F11g0ssvdt7!19sChIJO3fKb0K71C8R5ZLNyFidZW8?authuser=0&hl=en&rclk=1",-0.9899923,100.358416,biasa,178.0,waves,malin kundang,beach cleanliness,air manis beach,ATV,,,,,,
Pantai Mutiara Indah Pangempang Muara Badak,Kalimantan Timur,4.2,https://www.google.com/maps/place/Pantai+Mutiara+Indah+Pangempang+Muara+Badak/data=!4m7!3m6!1s0x2df5e9411e87f34f:0x63fa854a08a9b3b7!8m2!3d-0.2129837!4d117.4352673!16s%2Fg%2F11d_bg3wtp!19sChIJT_OHHkHp9S0Rt7OpCEqF-mM?authuser=0&hl=en&rclk=1,-0.2129837,117.4352673,biasa,696.0,gazebo,mangroves,clean beach,banana boat,travel by klotok boat,,,,,,
Pantai Indah Kurma,Kalimantan Timur,4.2,https://www.google.com/maps/place/Pantai+Indah+Kurma/data=!4m7!3m6!1s0x2df5e94da1aa5863:0xdd1e1cf21e71416c!8m2!3d-0.2014281!4d117.4422484!16s%2Fg%2F11c30x8dsf!19sChIJY1iqoU3p9S0RbEFxHvIcHt0?authuser=0&hl=en&rclk=1,-0.2014281,117.4422484,biasa,348.0,gazebo,camping,prayer room,trees for hammocks,sunrise,,,,,,
Pantai Indah Teluk Kaba Kaltim Indonesia,Kalimantan Timur,4.2,https://www.google.com/maps/place/Pantai+Indah+Teluk+Kaba+Kaltim+Indonesia/data=!4m7!3m6!1s0x320a3e8b1d2df7db:0x6de8e7cc8ac412a0!8m2!3d0.3160878!4d117.5236486!16s%2Fg%2F11bwrshbmc!19sChIJ2_ctHYs-CjIRoBLEiszn6G0?authuser=0&hl=en&rclk=1,0.3160878,117.5236486,biasa,47.0,snorkeling,scenery,seafood,white sand beach,beach,,,,,,
Pantai Arta Indah,Sumatera Barat,4.2,https://www.google.com/maps/place/Pantai+Arta+Indah/data=!4m7!3m6!1s0x2fd5035c9b000001:0x81278c494983cfbf!8m2!3d-0.4991826!4d100.0651573!16s%2Fg%2F11g8wd7zz2!19sChIJAQAAm1wD1S8Rv8-DSUmMJ4E?authuser=0&hl=en&rclk=1,-0.4991826,100.0651573,biasa,238.0,beach,beach cleanliness,high waves,relaxing place,scenery,,,,,,
Pantai Gajah Padang,Sumatera Barat,4.2,https://www.google.com/maps/place/Pantai+Gajah+Padang/data=!4m7!3m6!1s0x2fd4bf56a1a96391:0xb966bbadaf3acfdd!8m2!3d-0.894702!4d100.3440705!16s%2Fg%2F11by_kxryj!19sChIJkWOpoVa_1C8R3c86r627Zrk?authuser=0&hl=en&rclk=1,-0.894702,100.3440705,biasa,432.0,beach,coast,beach cleanliness,sea bathing,close to campus,,,,,,
PANTAI BALI ABDYA,Aceh,4.2,https://www.google.com/maps/place/PANTAI+BALI+ABDYA/data=!4m7!3m6!1s0x303bdf52459b5e49:0x8a4943c792770520!8m2!3d3.7087682!4d96.8315609!16s%2Fg%2F11f089ygf3!19sChIJSV6bRVLfOzARIAV3ksdDSYo?authuser=0&hl=en&rclk=1,3.7087682,96.8315609,biasa,204.0,Nice and very nice,"Oh my God, the Balinese beach is truly beautiful, with its crystal-clear blue sea and Pusong Island right in front of it. This beach is located in Ladang Village, Susoh District, Southwest Aceh Regency, about half an hour from the district capital. Although the access road is quite far from the main road, the sea breeze at this Balinese beach is well worth it. Not to mention the calming waves.","The place is clean and tidy, with a moderate food and drink menu. The beach view is beautiful and captivating. The place is shady and not too hot, with ample parking available everywhere. It's not too crowded, making it a great place to be alone and enjoy some downtime.","The beach is beautiful and clean. There's no entrance fee, but you have to buy drinks or food if you want to sit at the tables provided. The food and drinks are also reasonably priced.
All tourist attractions in Aceh are free from extortion.
This beach is better than Jilbab Beach, as it's cleaner and better managed.",The beach is nice and suitable for relaxing from the hustle and bustle of life and hopefully the management can maintain its cleanliness.,relaxing spot,relaxing spot,sunset,menu,tourist attraction,cleanliness
Pantai Gorua,Maluku Utara,4.2,https://www.google.com/maps/place/Pantai+Gorua/data=!4m7!3m6!1s0x329a620b9376f95f:0xc0684686d5e8acfb!8m2!3d1.7657412!4d127.9828148!16s%2Fg%2F11dyb7sncj!19sChIJX_l2kwtimjIR-6zo1YZGaMA?authuser=0&hl=en&rclk=1,1.7657412,127.9828148,biasa,106.0,scenery 3,harbor 7,ferry 4,ferry port 2,Mif Tahul Ulum 1 review,,,,,,
Pantai Gusung Indah,Sulawesi Selatan,4.2,https://www.google.com/maps/place/Pantai+Gusung+Indah/data=!4m7!3m6!1s0x2dbf1f82edb3c98f:0xd2785b41aca3e8a3!8m2!3d-5.2849535!4d119.3731821!16s%2Fg%2F11by_f_7zr!19sChIJj8mz7YIfvy0Ro-ijrEFbeNI?authuser=0&hl=en&rclk=1,-5.2849535,119.3731821,biasa,89.0,ship,recreation,holiday,House,Bu Di  reviews ·  photos,,,,,,
Pantai Tanjung Menangis,Nusa Tenggara Barat,4.2,https://www.google.com/maps/place/Pantai+Tanjung+Menangis/data=!4m7!3m6!1s0x2dcc478b23d4a86b:0x7e0cf7d80c77a04d!8m2!3d-8.5521894!4d116.6615029!16s%2Fg%2F11qg44mbpp!19sChIJa6jUI4tHzC0RTaB3DNj3DH4?authuser=0&hl=en&rclk=1,-8.5521894,116.6615029,biasa,425.0,beach 49,beach cleanliness 9,rinjani 2,playing on the beach 2,nearest beach 2,,,,,,
Samudra Indah Beach,Kalimantan Barat,4.2,https://www.google.com/maps/place/Samudra+Indah+Beach/data=!4m7!3m6!1s0x31e30b1764f76bd1:0x46b0505679c4db9a!8m2!3d0.8360045!4d108.8675376!16s%2Fg%2F11fxb1jq7x!19sChIJ0Wv3ZBcL4zERmtvEeVZQsEY?authuser=0&hl=en&rclk=1,0.8360045,108.8675376,biasa,241.0,pendopo,soft beach sand,prayer room,photo spots,beautiful ocean,,,,,,
Pantai Putih,Kalimantan Barat,4.2,https://www.google.com/maps/place/Pantai+Putih/data=!4m7!3m6!1s0x31e2ff26fe3e08c1:0xc4a08f7425f9cf17!8m2!3d0.508969!4d108.8521069!16s%2Fg%2F11c3k2_ljr!19sChIJwQg-_ib_4jERF8_5JXSPoMQ?authuser=0&hl=en&rclk=1,0.508969,108.8521069,biasa,31.0,Nicki Adrian  review,,,,,,,,,,
Pantai Pecal Ketapang (Kinjil Pesisir),Kalimantan Barat,4.2,https://www.google.com/maps/place/Pantai+Pecal+Ketapang+%28Kinjil+Pesisir%29/data=!4m7!3m6!1s0x2e0517f90ad104dd:0x39d5ee1105d4d98c!8m2!3d-1.8706679!4d109.955213!16s%2Fg%2F11dxl5l0q_!19sChIJ3QTRCvkXBS4RjNnUBRHu1Tk?authuser=0&hl=en&rclk=1,-1.8706679,109.955213,biasa,755.0,pecel,gazebo,pecal beach,young coconut,unique beach,,,,,,
Pantai Sinar Laut,Bangka Belitung,4.2,https://www.google.com/maps/place/Pantai+Sinar+Laut/data=!4m7!3m6!1s0x2e3d50e402900433:0x643672887efa6d8c!8m2!3d-2.4795428!4d106.4110949!16s%2Fg%2F11cn65gxrb!19sChIJMwSQAuRQPS4RjG36fohyNmQ?authuser=0&hl=en&rclk=1,-2.4795428,106.4110949,biasa,25.0,,,,,,,,,,,
Pantai Wisata Sekunyit,Sumatera Selatan,4.2,https://www.google.com/maps/place/Pantai+Wisata+Sekunyit/data=!4m7!3m6!1s0x2e37adb1ff6cf517:0x4a685675ef15d45a!8m2!3d-4.4330542!4d102.8800897!16s%2Fg%2F11nn1tp_5w!19sChIJF_Vs_7GtNy4RWtQV73VWaEo?authuser=0&hl=en&rclk=1,-4.4330542,102.8800897,biasa,36.0,photo spots,beach view,cleanliness,strong wind,atmosphere,,,,,,
Pantai Cappa Ujung,Sulawesi Selatan,4.2,https://www.google.com/maps/place/Pantai+Cappa+Ujung/data=!4m7!3m6!1s0x2dbdc1e73c1a050d:0xddb64a1155919fa!8m2!3d-4.6585947!4d120.4569631!16s%2Fg%2F11g6bp27s1!19sChIJDQUaPOfBvS0R-hlZFaFk2w0?authuser=0&hl=en&rclk=1,-4.6585947,120.4569631,biasa,51.0,view,,,,,,,,,,
Pantai Montong,Nusa Tenggara Barat,4.2,https://www.google.com/maps/place/Pantai+Montong/data=!4m7!3m6!1s0x2dcdc1c007b690e3:0x59a1da4bdee1ed8f!8m2!3d-8.531268!4d116.0674577!16s%2Fg%2F11b7d_xtp3!19sChIJ45C2B8DBzS0Rj-3h3kvaoVk?authuser=0&hl=en&rclk=1,-8.531268,116.0674577,biasa,76.0,atmosphere 2,sunset 6,culinary 2,,,,,,,,
Pantai Gading Mapak,Nusa Tenggara Barat,4.2,https://www.google.com/maps/place/Pantai+Gading+Mapak/data=!4m7!3m6!1s0x2dcdbfba993aa9fb:0xbd3211a86308da8c!8m2!3d-8.6186578!4d116.0751409!16s%2Fg%2F11hcnbsxlj!19sChIJ-6k6mbq_zS0RjNoIY6gRMr0?authuser=0&hl=en&rclk=1,-8.6186578,116.0751409,biasa,101.0,free entrance 2,sunset 2,tour 2,beach cleanliness 5,eating 2,,,,,,
Wisata Hutan Mangrove Pantai Celincing,Kalimantan Barat,4.2,https://www.google.com/maps/place/Wisata+Hutan+Mangrove+Pantai+Celincing/data=!4m7!3m6!1s0x2e0523c65c60619d:0xfe79cf95d25a4a5c!8m2!3d-1.8262427!4d109.9078467!16s%2Fg%2F11jj45rjtz!19sChIJnWFgXMYjBS4RXEpa0pXPef4?authuser=0&hl=en&rclk=1,-1.8262427,109.9078467,biasa,63.0,mangrove forest atmosphere,fishing spot,sunset view,old tourist spot,not too crowded,,,,,,
